#APDhv 380
#cnt_sample trieste_dec2019_1_A
#L 34
#p_before 9.05-7
#p_after 8.83-7
#picoamm keysight
#led off
#∆V [V]>----I(apd) [nA]>σ( I(apd) ) [nA]
0	82.0297	0.0755
-498	82.0144	0.0818
-800	82.0068	0.0779
-850	81.9786	0.0743
-900	81.9602	0.0762
-950	81.9406	0.0785
-1000	82.0426	0.2592
-1050	82.287	0.2966
-1100	82.0309	0.0837
-1150	82.2729	0.2016
-1200	83.3719	0.804
-1250	92.0394	3.0016
-1300	110.9149	29.5507
-1348	312.423	186
-1400	864.0814	818
