#APDhv 380
#cnt_sample trieste_dec2019_ITOback_B
#L 33
#p_before 3.76E-6
#p_after 3.28E-6
#picoamm keysight
#led off
#∆V [V]>----I(apd) [nA]>σ( I(apd) ) [nA]
0	95.3296	0.0805
-500	95.3175	0.0792
-1000	95.3024	0.0801
-1200	95.2768	0.0794
-1300	95.2424	0.0788
-1402	95.2207	0.0778
-1500	95.2352	0.0792
-1600	95.2548	0.0819
-1700	95.9365	0.237
-1800	99.257	0.969
-1900	120.2425	3.9871
-2000	267.807	41.68
