
30.00(Ek)1.60(Ep)0.00(A)   30-07-20 14-55

-2.200 0.050 0.000 0.050-7.2986E-10	-7.2208E-10	-7.2169E-10	-7.2204E-10	-7.2135E-10	-7.2204E-10	-7.2174E-10	-7.2129E-10	-7.2139E-10	-7.2114E-10	-7.2164E-10	-7.2142E-10	-7.2148E-10	-7.2152E-10	-7.2132E-10	-7.2136E-10	-7.2140E-10	-7.2176E-10	-7.2137E-10	-7.2148E-10	-7.2189E-10	-7.2157E-10	-7.2164E-10	-7.2170E-10	-7.2164E-10	-7.2165E-10	-7.2178E-10	-7.2179E-10	-7.2170E-10	-7.2191E-10	-7.2223E-10	-7.2203E-10	-7.2175E-10	-7.2186E-10	-7.2193E-10	-7.2179E-10	-7.2183E-10	-7.2172E-10	-7.2181E-10	-7.2174E-10	-7.2217E-10	-7.2200E-10	-7.2197E-10	-7.2194E-10	-7.2190E-10	-7.2186E-10	-7.2188E-10	-7.2215E-10	-7.2240E-10	-7.2169E-10	-7.2183E-10	-7.2219E-10	-7.2175E-10	-7.2150E-10	-7.2160E-10	-7.2145E-10	-7.2151E-10	-7.2169E-10	-7.2178E-10	-7.2190E-10	-7.2172E-10	-7.2166E-10	-7.2220E-10	-7.2222E-10
-7.2141E-10	-7.2194E-10	-7.2182E-10	-7.2175E-10	-7.2193E-10	-7.2165E-10	-7.2149E-10	-7.2149E-10	-7.2170E-10	-7.2170E-10	-7.2144E-10	-7.2196E-10	-7.2156E-10	-7.2173E-10	-7.2131E-10	-7.2133E-10	-7.2180E-10	-7.2161E-10	-7.2142E-10	-7.2204E-10	-7.2173E-10	-7.2214E-10	-7.2158E-10	-7.2178E-10	-7.2172E-10	-7.2191E-10	-7.2177E-10	-7.2196E-10	-7.2184E-10	-7.2167E-10	-7.2187E-10	-7.2177E-10	-7.2210E-10	-7.2178E-10	-7.2227E-10	-7.2224E-10	-7.2204E-10	-7.2215E-10	-7.2228E-10	-7.2205E-10	-7.2214E-10	-7.2201E-10	-7.2200E-10	-7.2223E-10	-7.2198E-10	-7.2210E-10	-7.2198E-10	-7.2182E-10	-7.2214E-10	-7.2178E-10	-7.2195E-10	-7.2174E-10	-7.2206E-10	-7.2210E-10	-7.2196E-10	-7.2201E-10	-7.2184E-10	-7.2163E-10	-7.2184E-10	-7.2128E-10	-7.2223E-10	-7.2231E-10	-7.2186E-10	-7.2225E-10
-7.2264E-10	-7.2145E-10	-7.2192E-10	-7.2198E-10	-7.2193E-10	-7.2207E-10	-7.2168E-10	-7.2193E-10	-7.2174E-10	-7.2198E-10	-7.2180E-10	-7.2156E-10	-7.2171E-10	-7.2174E-10	-7.2154E-10	-7.2192E-10	-7.2152E-10	-7.2160E-10	-7.2209E-10	-7.2156E-10	-7.2182E-10	-7.2210E-10	-7.2177E-10	-7.2225E-10	-7.2200E-10	-7.2151E-10	-7.2229E-10	-7.2212E-10	-7.2176E-10	-7.2234E-10	-7.2203E-10	-7.2214E-10	-7.2226E-10	-7.2214E-10	-7.2255E-10	-7.2265E-10	-7.2233E-10	-7.2252E-10	-7.2257E-10	-7.2206E-10	-7.2236E-10	-7.2219E-10	-7.2204E-10	-7.2233E-10	-7.2211E-10	-7.2224E-10	-7.2188E-10	-7.2230E-10	-7.2241E-10	-7.2205E-10	-7.2187E-10	-7.2223E-10	-7.2207E-10	-7.2222E-10	-7.2183E-10	-7.2159E-10	-7.2203E-10	-7.2214E-10	-7.2162E-10	-7.2230E-10	-7.2229E-10	-7.2209E-10	-7.2224E-10	-7.2221E-10
-7.2157E-10	-7.2209E-10	-7.2143E-10	-7.2195E-10	-7.2185E-10	-7.2160E-10	-7.2202E-10	-7.2194E-10	-7.2151E-10	-7.2176E-10	-7.2180E-10	-7.2153E-10	-7.2170E-10	-7.2159E-10	-7.2179E-10	-7.2159E-10	-7.2169E-10	-7.2184E-10	-7.2152E-10	-7.2171E-10	-7.2160E-10	-7.2179E-10	-7.2144E-10	-7.2234E-10	-7.2213E-10	-7.2186E-10	-7.2209E-10	-7.2210E-10	-7.2196E-10	-7.2214E-10	-7.2214E-10	-7.2251E-10	-7.2223E-10	-7.2273E-10	-7.2229E-10	-7.2200E-10	-7.2257E-10	-7.2207E-10	-7.2219E-10	-7.2217E-10	-7.2218E-10	-7.2218E-10	-7.2213E-10	-7.2205E-10	-7.2186E-10	-7.2210E-10	-7.2159E-10	-7.2191E-10	-7.2216E-10	-7.2167E-10	-7.2196E-10	-7.2178E-10	-7.2203E-10	-7.2199E-10	-7.2169E-10	-7.2207E-10	-7.2196E-10	-7.2201E-10	-7.2181E-10	-7.2169E-10	-7.2173E-10	-7.2177E-10	-7.2186E-10	-7.2213E-10
-7.2177E-10	-7.2211E-10	-7.2181E-10	-7.2201E-10	-7.2183E-10	-7.2184E-10	-7.2163E-10	-7.2116E-10	-7.2221E-10	-7.2180E-10	-7.2203E-10	-7.2147E-10	-7.2174E-10	-7.2140E-10	-7.2160E-10	-7.2202E-10	-7.2166E-10	-7.2173E-10	-7.2156E-10	-7.2195E-10	-7.2199E-10	-7.2145E-10	-7.2184E-10	-7.2206E-10	-7.2193E-10	-7.2203E-10	-7.2234E-10	-7.2238E-10	-7.2226E-10	-7.2222E-10	-7.2237E-10	-7.2233E-10	-7.2214E-10	-7.2219E-10	-7.2232E-10	-7.2260E-10	-7.2241E-10	-7.2222E-10	-7.2234E-10	-7.2220E-10	-7.2219E-10	-7.2274E-10	-7.2219E-10	-7.2237E-10	-7.2249E-10	-7.2229E-10	-7.2189E-10	-7.2218E-10	-7.2208E-10	-7.2199E-10	-7.2171E-10	-7.2187E-10	-7.2183E-10	-7.2169E-10	-7.2185E-10	-7.2189E-10	-7.2175E-10	-7.2172E-10	-7.2163E-10	-7.2156E-10	-7.2246E-10	-7.2182E-10	-7.2186E-10	-7.2214E-10
-7.2157E-10	-7.2146E-10	-7.2163E-10	-7.2161E-10	-7.2160E-10	-7.2142E-10	-7.2105E-10	-7.2119E-10	-7.2157E-10	-7.2143E-10	-7.2140E-10	-7.2149E-10	-7.2158E-10	-7.2160E-10	-7.2176E-10	-7.2142E-10	-7.2194E-10	-7.2148E-10	-7.2173E-10	-7.2176E-10	-7.2194E-10	-7.2148E-10	-7.2190E-10	-7.2200E-10	-7.2187E-10	-7.2255E-10	-7.2250E-10	-7.2245E-10	-7.2254E-10	-7.2280E-10	-7.2267E-10	-7.2274E-10	-7.2278E-10	-7.2285E-10	-7.2284E-10	-7.2293E-10	-7.2265E-10	-7.2280E-10	-7.2331E-10	-7.2317E-10	-7.2310E-10	-7.2282E-10	-7.2344E-10	-7.2289E-10	-7.2275E-10	-7.2279E-10	-7.2241E-10	-7.2234E-10	-7.2275E-10	-7.2254E-10	-7.2246E-10	-7.2208E-10	-7.2230E-10	-7.2186E-10	-7.2234E-10	-7.2209E-10	-7.2188E-10	-7.2189E-10	-7.2192E-10	-7.2196E-10	-7.2214E-10	-7.2240E-10	-7.2240E-10	-7.2243E-10
-7.2205E-10	-7.2195E-10	-7.2192E-10	-7.2156E-10	-7.2189E-10	-7.2186E-10	-7.2154E-10	-7.2183E-10	-7.2152E-10	-7.2156E-10	-7.2169E-10	-7.2160E-10	-7.2192E-10	-7.2178E-10	-7.2170E-10	-7.2166E-10	-7.2204E-10	-7.2215E-10	-7.2197E-10	-7.2234E-10	-7.2221E-10	-7.2197E-10	-7.2203E-10	-7.2252E-10	-7.2218E-10	-7.2293E-10	-7.2293E-10	-7.2318E-10	-7.2326E-10	-7.2342E-10	-7.2333E-10	-7.2330E-10	-7.2333E-10	-7.2317E-10	-7.2342E-10	-7.2306E-10	-7.2321E-10	-7.2332E-10	-7.2328E-10	-7.2314E-10	-7.2347E-10	-7.2355E-10	-7.2334E-10	-7.2291E-10	-7.2310E-10	-7.2290E-10	-7.2293E-10	-7.2281E-10	-7.2276E-10	-7.2298E-10	-7.2279E-10	-7.2300E-10	-7.2282E-10	-7.2265E-10	-7.2258E-10	-7.2242E-10	-7.2205E-10	-7.2230E-10	-7.2239E-10	-7.2259E-10	-7.2243E-10	-7.2259E-10	-7.2263E-10	-7.2267E-10
-7.2255E-10	-7.2210E-10	-7.2240E-10	-7.2203E-10	-7.2227E-10	-7.2215E-10	-7.2216E-10	-7.2203E-10	-7.2186E-10	-7.2215E-10	-7.2208E-10	-7.2216E-10	-7.2178E-10	-7.2214E-10	-7.2276E-10	-7.2178E-10	-7.2239E-10	-7.2213E-10	-7.2221E-10	-7.2250E-10	-7.2251E-10	-7.2266E-10	-7.2273E-10	-7.2283E-10	-7.2269E-10	-7.2318E-10	-7.2405E-10	-7.2413E-10	-7.2418E-10	-7.2402E-10	-7.2420E-10	-7.2392E-10	-7.2386E-10	-7.2398E-10	-7.2388E-10	-7.2381E-10	-7.2373E-10	-7.2331E-10	-7.2355E-10	-7.2342E-10	-7.2300E-10	-7.2330E-10	-7.2340E-10	-7.2344E-10	-7.2311E-10	-7.2325E-10	-7.2308E-10	-7.2314E-10	-7.2310E-10	-7.2279E-10	-7.2283E-10	-7.2265E-10	-7.2233E-10	-7.2287E-10	-7.2245E-10	-7.2279E-10	-7.2250E-10	-7.2251E-10	-7.2200E-10	-7.2256E-10	-7.2251E-10	-7.2263E-10	-7.2267E-10	-7.2272E-10
-7.2272E-10	-7.2243E-10	-7.2278E-10	-7.2253E-10	-7.2205E-10	-7.2235E-10	-7.2240E-10	-7.2219E-10	-7.2255E-10	-7.2245E-10	-7.2201E-10	-7.2216E-10	-7.2213E-10	-7.2229E-10	-7.2231E-10	-7.2202E-10	-7.2272E-10	-7.2225E-10	-7.2214E-10	-7.2239E-10	-7.2271E-10	-7.2270E-10	-7.2292E-10	-7.2316E-10	-7.2372E-10	-7.2457E-10	-7.2484E-10	-7.2540E-10	-7.2575E-10	-7.2518E-10	-7.2545E-10	-7.2531E-10	-7.2536E-10	-7.2436E-10	-7.2370E-10	-7.2336E-10	-7.2351E-10	-7.2355E-10	-7.2298E-10	-7.2291E-10	-7.2322E-10	-7.2293E-10	-7.2268E-10	-7.2296E-10	-7.2281E-10	-7.2306E-10	-7.2298E-10	-7.2287E-10	-7.2286E-10	-7.2260E-10	-7.2230E-10	-7.2243E-10	-7.2232E-10	-7.2205E-10	-7.2211E-10	-7.2222E-10	-7.2203E-10	-7.2205E-10	-7.2232E-10	-7.2255E-10	-7.2271E-10	-7.2245E-10	-7.2278E-10	-7.2282E-10
-7.2253E-10	-7.2216E-10	-7.2198E-10	-7.2218E-10	-7.2213E-10	-7.2218E-10	-7.2211E-10	-7.2193E-10	-7.2194E-10	-7.2196E-10	-7.2190E-10	-7.2200E-10	-7.2178E-10	-7.2205E-10	-7.2196E-10	-7.2268E-10	-7.2219E-10	-7.2218E-10	-7.2227E-10	-7.2230E-10	-7.2305E-10	-7.2372E-10	-7.2390E-10	-7.2476E-10	-7.2583E-10	-7.2701E-10	-7.2929E-10	-7.3004E-10	-7.3011E-10	-7.3032E-10	-7.2966E-10	-7.2880E-10	-7.2812E-10	-7.2656E-10	-7.2589E-10	-7.2451E-10	-7.2387E-10	-7.2345E-10	-7.2313E-10	-7.2312E-10	-7.2326E-10	-7.2300E-10	-7.2315E-10	-7.2272E-10	-7.2316E-10	-7.2299E-10	-7.2274E-10	-7.2269E-10	-7.2275E-10	-7.2270E-10	-7.2263E-10	-7.2225E-10	-7.2231E-10	-7.2200E-10	-7.2243E-10	-7.2210E-10	-7.2216E-10	-7.2208E-10	-7.2236E-10	-7.2250E-10	-7.2260E-10	-7.2276E-10	-7.2294E-10	-7.2269E-10
