
30.00(Ek)1.60(Ep)0.00(A)   28-07-20 16-22

-2.000 0.050 0.000 0.050-4.5009E-8	-4.4990E-8	-4.4992E-8	-4.4987E-8	-4.4988E-8	-4.4993E-8	-4.4990E-8	-4.4990E-8	-4.4986E-8	-4.4993E-8	-4.4994E-8	-4.4995E-8	-4.4993E-8	-4.4994E-8	-4.4989E-8	-4.4992E-8	-4.4991E-8	-4.4991E-8	-4.4988E-8	-4.4988E-8	-4.4986E-8	-4.4989E-8	-4.4987E-8	-4.4991E-8	-4.4995E-8	-4.4997E-8	-4.4992E-8	-4.4993E-8	-4.4991E-8	-4.4992E-8	-4.4990E-8	-4.4990E-8	-4.4989E-8	-4.4995E-8	-4.4996E-8	-4.4994E-8	-4.4996E-8	-4.4996E-8	-4.4991E-8	-4.4994E-8	-4.4992E-8	-4.4993E-8	-4.4992E-8	-4.4993E-8	-4.4994E-8	-4.4997E-8	-4.4995E-8	-4.4999E-8	-4.4993E-8	-4.4994E-8	-4.4996E-8	-4.4996E-8	-4.4997E-8	-4.4997E-8	-4.4995E-8	-4.4998E-8	-4.4994E-8	-4.4995E-8	-4.4996E-8	-4.4996E-8	-4.4995E-8
-4.4995E-8	-4.4997E-8	-4.4996E-8	-4.4997E-8	-4.4994E-8	-4.4996E-8	-4.4996E-8	-4.4994E-8	-4.4995E-8	-4.4996E-8	-4.4996E-8	-4.4994E-8	-4.4996E-8	-4.4998E-8	-4.4997E-8	-4.4998E-8	-4.4999E-8	-4.4994E-8	-4.4997E-8	-4.5000E-8	-4.5000E-8	-4.5000E-8	-4.4999E-8	-4.4996E-8	-4.5001E-8	-4.5003E-8	-4.5003E-8	-4.5000E-8	-4.5003E-8	-4.4999E-8	-4.5001E-8	-4.5001E-8	-4.4999E-8	-4.5003E-8	-4.5002E-8	-4.5007E-8	-4.5004E-8	-4.5003E-8	-4.5003E-8	-4.5004E-8	-4.5005E-8	-4.5005E-8	-4.5006E-8	-4.5010E-8	-4.5006E-8	-4.5010E-8	-4.5009E-8	-4.5009E-8	-4.5006E-8	-4.5006E-8	-4.5006E-8	-4.5005E-8	-4.5003E-8	-4.5005E-8	-4.5004E-8	-4.5004E-8	-4.5004E-8	-4.5006E-8	-4.5004E-8	-4.5005E-8	-4.5000E-8
-4.5002E-8	-4.5001E-8	-4.4999E-8	-4.4997E-8	-4.4998E-8	-4.4999E-8	-4.5000E-8	-4.4997E-8	-4.5001E-8	-4.4999E-8	-4.4995E-8	-4.5001E-8	-4.5000E-8	-4.5000E-8	-4.4999E-8	-4.5000E-8	-4.5000E-8	-4.5000E-8	-4.4999E-8	-4.5000E-8	-4.5001E-8	-4.5000E-8	-4.5001E-8	-4.4998E-8	-4.4999E-8	-4.4996E-8	-4.5003E-8	-4.5001E-8	-4.5005E-8	-4.5003E-8	-4.5004E-8	-4.4997E-8	-4.4999E-8	-4.4999E-8	-4.5001E-8	-4.4996E-8	-4.4998E-8	-4.4998E-8	-4.4999E-8	-4.4996E-8	-4.5001E-8	-4.4998E-8	-4.5002E-8	-4.4998E-8	-4.4999E-8	-4.5000E-8	-4.5003E-8	-4.4999E-8	-4.5001E-8	-4.4997E-8	-4.5001E-8	-4.4998E-8	-4.4998E-8	-4.4999E-8	-4.5001E-8	-4.5002E-8	-4.5001E-8	-4.5001E-8	-4.5000E-8	-4.5001E-8	-4.5001E-8
-4.4997E-8	-4.4997E-8	-4.4995E-8	-4.4996E-8	-4.4998E-8	-4.4998E-8	-4.4997E-8	-4.5000E-8	-4.4999E-8	-4.4997E-8	-4.4996E-8	-4.5000E-8	-4.5000E-8	-4.5002E-8	-4.5000E-8	-4.4999E-8	-4.5001E-8	-4.5004E-8	-4.5001E-8	-4.5002E-8	-4.5002E-8	-4.5001E-8	-4.5004E-8	-4.4999E-8	-4.5005E-8	-4.4999E-8	-4.5001E-8	-4.5001E-8	-4.5003E-8	-4.4999E-8	-4.5001E-8	-4.4997E-8	-4.4998E-8	-4.4999E-8	-4.4999E-8	-4.5004E-8	-4.5001E-8	-4.5004E-8	-4.5003E-8	-4.5003E-8	-4.5000E-8	-4.5001E-8	-4.5005E-8	-4.5003E-8	-4.5004E-8	-4.4999E-8	-4.4999E-8	-4.4997E-8	-4.5000E-8	-4.5003E-8	-4.5002E-8	-4.5002E-8	-4.5002E-8	-4.5003E-8	-4.5002E-8	-4.5002E-8	-4.5001E-8	-4.5003E-8	-4.5003E-8	-4.5006E-8	-4.5002E-8
-4.5003E-8	-4.5002E-8	-4.5001E-8	-4.5003E-8	-4.5005E-8	-4.5004E-8	-4.5002E-8	-4.5004E-8	-4.5005E-8	-4.5007E-8	-4.5007E-8	-4.5005E-8	-4.5007E-8	-4.5006E-8	-4.5006E-8	-4.5007E-8	-4.5008E-8	-4.5008E-8	-4.5012E-8	-4.5006E-8	-4.5010E-8	-4.5011E-8	-4.5010E-8	-4.5011E-8	-4.5015E-8	-4.5012E-8	-4.5016E-8	-4.5016E-8	-4.5014E-8	-4.5014E-8	-4.5012E-8	-4.5016E-8	-4.5016E-8	-4.5012E-8	-4.5014E-8	-4.5013E-8	-4.5015E-8	-4.5014E-8	-4.5012E-8	-4.5018E-8	-4.5015E-8	-4.5015E-8	-4.5015E-8	-4.5013E-8	-4.5017E-8	-4.5014E-8	-4.5014E-8	-4.5014E-8	-4.5013E-8	-4.5014E-8	-4.5018E-8	-4.5017E-8	-4.5016E-8	-4.5017E-8	-4.5015E-8	-4.5016E-8	-4.5015E-8	-4.5015E-8	-4.5014E-8	-4.5014E-8	-4.5016E-8
-4.5012E-8	-4.5015E-8	-4.5015E-8	-4.5013E-8	-4.5014E-8	-4.5014E-8	-4.5016E-8	-4.5013E-8	-4.5012E-8	-4.5014E-8	-4.5012E-8	-4.5015E-8	-4.5018E-8	-4.5015E-8	-4.5013E-8	-4.5018E-8	-4.5017E-8	-4.5016E-8	-4.5017E-8	-4.5016E-8	-4.5018E-8	-4.5018E-8	-4.5017E-8	-4.5018E-8	-4.5019E-8	-4.5024E-8	-4.5019E-8	-4.5022E-8	-4.5019E-8	-4.5022E-8	-4.5020E-8	-4.5020E-8	-4.5021E-8	-4.5023E-8	-4.5027E-8	-4.5025E-8	-4.5025E-8	-4.5022E-8	-4.5022E-8	-4.5022E-8	-4.5018E-8	-4.5024E-8	-4.5021E-8	-4.5023E-8	-4.5022E-8	-4.5020E-8	-4.5017E-8	-4.5021E-8	-4.5023E-8	-4.5023E-8	-4.5024E-8	-4.5023E-8	-4.5024E-8	-4.5019E-8	-4.5022E-8	-4.5025E-8	-4.5023E-8	-4.5021E-8	-4.5022E-8	-4.5023E-8	-4.5026E-8
-4.5027E-8	-4.5025E-8	-4.5026E-8	-4.5020E-8	-4.5024E-8	-4.5027E-8	-4.5028E-8	-4.5024E-8	-4.5027E-8	-4.5029E-8	-4.5028E-8	-4.5027E-8	-4.5027E-8	-4.5027E-8	-4.5027E-8	-4.5029E-8	-4.5031E-8	-4.5028E-8	-4.5026E-8	-4.5028E-8	-4.5029E-8	-4.5027E-8	-4.5029E-8	-4.5028E-8	-4.5028E-8	-4.5029E-8	-4.5031E-8	-4.5030E-8	-4.5032E-8	-4.5029E-8	-4.5032E-8	-4.5028E-8	-4.5030E-8	-4.5030E-8	-4.5027E-8	-4.5029E-8	-4.5032E-8	-4.5029E-8	-4.5030E-8	-4.5032E-8	-4.5030E-8	-4.5033E-8	-4.5033E-8	-4.5032E-8	-4.5029E-8	-4.5031E-8	-4.5033E-8	-4.5033E-8	-4.5034E-8	-4.5033E-8	-4.5029E-8	-4.5031E-8	-4.5031E-8	-4.5032E-8	-4.5033E-8	-4.5036E-8	-4.5032E-8	-4.5033E-8	-4.5030E-8	-4.5030E-8	-4.5033E-8
-4.5031E-8	-4.5033E-8	-4.5031E-8	-4.5028E-8	-4.5032E-8	-4.5030E-8	-4.5029E-8	-4.5033E-8	-4.5035E-8	-4.5035E-8	-4.5037E-8	-4.5033E-8	-4.5031E-8	-4.5029E-8	-4.5033E-8	-4.5028E-8	-4.5027E-8	-4.5032E-8	-4.5037E-8	-4.5036E-8	-4.5040E-8	-4.5035E-8	-4.5036E-8	-4.5037E-8	-4.5036E-8	-4.5039E-8	-4.5041E-8	-4.5041E-8	-4.5040E-8	-4.5039E-8	-4.5039E-8	-4.5036E-8	-4.5032E-8	-4.5034E-8	-4.5032E-8	-4.5035E-8	-4.5032E-8	-4.5036E-8	-4.5031E-8	-4.5031E-8	-4.5031E-8	-4.5034E-8	-4.5033E-8	-4.5037E-8	-4.5037E-8	-4.5037E-8	-4.5040E-8	-4.5038E-8	-4.5040E-8	-4.5039E-8	-4.5042E-8	-4.5042E-8	-4.5042E-8	-4.5039E-8	-4.5042E-8	-4.5040E-8	-4.5044E-8	-4.5048E-8	-4.5047E-8	-4.5047E-8	-4.5045E-8
-4.5045E-8	-4.5045E-8	-4.5042E-8	-4.5044E-8	-4.5044E-8	-4.5042E-8	-4.5047E-8	-4.5047E-8	-4.5048E-8	-4.5050E-8	-4.5047E-8	-4.5046E-8	-4.5048E-8	-4.5046E-8	-4.5049E-8	-4.5049E-8	-4.5048E-8	-4.5050E-8	-4.5050E-8	-4.5051E-8	-4.5057E-8	-4.5060E-8	-4.5055E-8	-4.5056E-8	-4.5061E-8	-4.5062E-8	-4.5062E-8	-4.5058E-8	-4.5063E-8	-4.5062E-8	-4.5061E-8	-4.5057E-8	-4.5059E-8	-4.5056E-8	-4.5054E-8	-4.5055E-8	-4.5054E-8	-4.5056E-8	-4.5050E-8	-4.5054E-8	-4.5057E-8	-4.5058E-8	-4.5059E-8	-4.5055E-8	-4.5060E-8	-4.5061E-8	-4.5057E-8	-4.5059E-8	-4.5062E-8	-4.5064E-8	-4.5063E-8	-4.5062E-8	-4.5060E-8	-4.5058E-8	-4.5062E-8	-4.5059E-8	-4.5062E-8	-4.5062E-8	-4.5064E-8	-4.5066E-8	-4.5065E-8
-4.5064E-8	-4.5062E-8	-4.5066E-8	-4.5065E-8	-4.5065E-8	-4.5063E-8	-4.5061E-8	-4.5061E-8	-4.5068E-8	-4.5066E-8	-4.5066E-8	-4.5065E-8	-4.5062E-8	-4.5069E-8	-4.5065E-8	-4.5066E-8	-4.5064E-8	-4.5064E-8	-4.5069E-8	-4.5072E-8	-4.5075E-8	-4.5077E-8	-4.5082E-8	-4.5087E-8	-4.5093E-8	-4.5092E-8	-4.5091E-8	-4.5091E-8	-4.5095E-8	-4.5092E-8	-4.5089E-8	-4.5088E-8	-4.5084E-8	-4.5080E-8	-4.5081E-8	-4.5079E-8	-4.5078E-8	-4.5073E-8	-4.5078E-8	-4.5077E-8	-4.5074E-8	-4.5072E-8	-4.5079E-8	-4.5071E-8	-4.5076E-8	-4.5078E-8	-4.5073E-8	-4.5078E-8	-4.5078E-8	-4.5078E-8	-4.5081E-8	-4.5079E-8	-4.5078E-8	-4.5077E-8	-4.5077E-8	-4.5076E-8	-4.5078E-8	-4.5081E-8	-4.5080E-8	-4.5079E-8	-4.5085E-8
