
30.00(Ek)1.60(Ep)0.00(A)   30-07-20 13-45

-2.200 0.050 0.000 0.050-6.9494E-10	-6.9519E-10	-6.9493E-10	-6.9472E-10	-6.9477E-10	-6.9524E-10	-6.9479E-10	-6.9474E-10	-6.9471E-10	-6.9506E-10	-6.9468E-10	-6.9464E-10	-6.9462E-10	-6.9456E-10	-6.9472E-10	-6.9470E-10	-6.9509E-10	-6.9473E-10	-6.9468E-10	-6.9447E-10	-6.9478E-10	-6.9472E-10	-6.9507E-10	-6.9456E-10	-6.9477E-10	-6.9484E-10	-6.9460E-10	-6.9502E-10	-6.9512E-10	-6.9497E-10	-6.9489E-10	-6.9536E-10	-6.9500E-10	-6.9518E-10	-6.9497E-10	-6.9511E-10	-6.9533E-10	-6.9500E-10	-6.9524E-10	-6.9517E-10	-6.9517E-10	-6.9508E-10	-6.9526E-10	-6.9511E-10	-6.9489E-10	-6.9541E-10	-6.9482E-10	-6.9500E-10	-6.9539E-10	-6.9493E-10	-6.9526E-10	-6.9482E-10	-6.9521E-10	-6.9488E-10	-6.9513E-10	-6.9489E-10	-6.9499E-10	-6.9484E-10	-6.9491E-10	-6.9475E-10	-6.9498E-10	-6.9539E-10	-6.9527E-10	-6.9485E-10
-6.9508E-10	-6.9555E-10	-6.9501E-10	-6.9525E-10	-6.9517E-10	-6.9506E-10	-6.9537E-10	-6.9517E-10	-6.9539E-10	-6.9487E-10	-6.9502E-10	-6.9505E-10	-6.9498E-10	-6.9530E-10	-6.9448E-10	-6.9459E-10	-6.9455E-10	-6.9462E-10	-6.9524E-10	-6.9502E-10	-6.9512E-10	-6.9522E-10	-6.9490E-10	-6.9532E-10	-6.9534E-10	-6.9511E-10	-6.9568E-10	-6.9511E-10	-6.9541E-10	-6.9559E-10	-6.9534E-10	-6.9535E-10	-6.9527E-10	-6.9539E-10	-6.9537E-10	-6.9581E-10	-6.9563E-10	-6.9558E-10	-6.9511E-10	-6.9542E-10	-6.9540E-10	-6.9547E-10	-6.9545E-10	-6.9512E-10	-6.9554E-10	-6.9532E-10	-6.9523E-10	-6.9543E-10	-6.9504E-10	-6.9543E-10	-6.9552E-10	-6.9542E-10	-6.9535E-10	-6.9538E-10	-6.9507E-10	-6.9547E-10	-6.9496E-10	-6.9517E-10	-6.9511E-10	-6.9542E-10	-6.9535E-10	-6.9558E-10	-6.9527E-10	-6.9564E-10
-6.9561E-10	-6.9542E-10	-6.9559E-10	-6.9567E-10	-6.9558E-10	-6.9522E-10	-6.9504E-10	-6.9552E-10	-6.9532E-10	-6.9531E-10	-6.9517E-10	-6.9488E-10	-6.9530E-10	-6.9514E-10	-6.9529E-10	-6.9537E-10	-6.9546E-10	-6.9508E-10	-6.9530E-10	-6.9554E-10	-6.9524E-10	-6.9544E-10	-6.9549E-10	-6.9554E-10	-6.9525E-10	-6.9534E-10	-6.9537E-10	-6.9583E-10	-6.9571E-10	-6.9573E-10	-6.9570E-10	-6.9578E-10	-6.9568E-10	-6.9618E-10	-6.9573E-10	-6.9622E-10	-6.9612E-10	-6.9588E-10	-6.9598E-10	-6.9577E-10	-6.9608E-10	-6.9582E-10	-6.9587E-10	-6.9571E-10	-6.9575E-10	-6.9579E-10	-6.9571E-10	-6.9608E-10	-6.9606E-10	-6.9596E-10	-6.9540E-10	-6.9541E-10	-6.9532E-10	-6.9552E-10	-6.9599E-10	-6.9565E-10	-6.9581E-10	-6.9556E-10	-6.9564E-10	-6.9617E-10	-6.9582E-10	-6.9593E-10	-6.9637E-10	-6.9600E-10
-6.9575E-10	-6.9575E-10	-6.9537E-10	-6.9580E-10	-6.9570E-10	-6.9553E-10	-6.9561E-10	-6.9518E-10	-6.9543E-10	-6.9548E-10	-6.9516E-10	-6.9552E-10	-6.9517E-10	-6.9580E-10	-6.9555E-10	-6.9562E-10	-6.9560E-10	-6.9556E-10	-6.9558E-10	-6.9565E-10	-6.9583E-10	-6.9562E-10	-6.9579E-10	-6.9605E-10	-6.9600E-10	-6.9586E-10	-6.9612E-10	-6.9613E-10	-6.9592E-10	-6.9615E-10	-6.9597E-10	-6.9654E-10	-6.9602E-10	-6.9623E-10	-6.9618E-10	-6.9646E-10	-6.9627E-10	-6.9633E-10	-6.9629E-10	-6.9632E-10	-6.9605E-10	-6.9625E-10	-6.9624E-10	-6.9606E-10	-6.9610E-10	-6.9638E-10	-6.9614E-10	-6.9604E-10	-6.9646E-10	-6.9598E-10	-6.9608E-10	-6.9595E-10	-6.9601E-10	-6.9581E-10	-6.9577E-10	-6.9589E-10	-6.9579E-10	-6.9579E-10	-6.9591E-10	-6.9566E-10	-6.9579E-10	-6.9586E-10	-6.9607E-10	-6.9614E-10
-6.9579E-10	-6.9591E-10	-6.9583E-10	-6.9565E-10	-6.9593E-10	-6.9593E-10	-6.9553E-10	-6.9529E-10	-6.9576E-10	-6.9553E-10	-6.9580E-10	-6.9528E-10	-6.9562E-10	-6.9541E-10	-6.9575E-10	-6.9586E-10	-6.9566E-10	-6.9597E-10	-6.9576E-10	-6.9566E-10	-6.9578E-10	-6.9606E-10	-6.9594E-10	-6.9636E-10	-6.9635E-10	-6.9623E-10	-6.9636E-10	-6.9653E-10	-6.9628E-10	-6.9650E-10	-6.9634E-10	-6.9659E-10	-6.9676E-10	-6.9599E-10	-6.9653E-10	-6.9635E-10	-6.9667E-10	-6.9652E-10	-6.9636E-10	-6.9653E-10	-6.9606E-10	-6.9680E-10	-6.9625E-10	-6.9633E-10	-6.9626E-10	-6.9629E-10	-6.9654E-10	-6.9624E-10	-6.9611E-10	-6.9658E-10	-6.9601E-10	-6.9669E-10	-6.9634E-10	-6.9617E-10	-6.9607E-10	-6.9605E-10	-6.9612E-10	-6.9544E-10	-6.9585E-10	-6.9624E-10	-6.9566E-10	-6.9604E-10	-6.9599E-10	-6.9591E-10
-6.9563E-10	-6.9582E-10	-6.9594E-10	-6.9575E-10	-6.9587E-10	-6.9606E-10	-6.9574E-10	-6.9587E-10	-6.9572E-10	-6.9604E-10	-6.9592E-10	-6.9585E-10	-6.9559E-10	-6.9583E-10	-6.9569E-10	-6.9600E-10	-6.9597E-10	-6.9628E-10	-6.9576E-10	-6.9627E-10	-6.9604E-10	-6.9622E-10	-6.9615E-10	-6.9664E-10	-6.9640E-10	-6.9642E-10	-6.9707E-10	-6.9727E-10	-6.9677E-10	-6.9708E-10	-6.9713E-10	-6.9726E-10	-6.9697E-10	-6.9701E-10	-6.9732E-10	-6.9699E-10	-6.9734E-10	-6.9719E-10	-6.9752E-10	-6.9740E-10	-6.9703E-10	-6.9692E-10	-6.9719E-10	-6.9694E-10	-6.9718E-10	-6.9648E-10	-6.9677E-10	-6.9689E-10	-6.9645E-10	-6.9719E-10	-6.9697E-10	-6.9682E-10	-6.9646E-10	-6.9638E-10	-6.9656E-10	-6.9660E-10	-6.9680E-10	-6.9669E-10	-6.9670E-10	-6.9686E-10	-6.9666E-10	-6.9693E-10	-6.9638E-10	-6.9700E-10
-6.9665E-10	-6.9668E-10	-6.9637E-10	-6.9606E-10	-6.9645E-10	-6.9640E-10	-6.9651E-10	-6.9630E-10	-6.9667E-10	-6.9645E-10	-6.9622E-10	-6.9616E-10	-6.9612E-10	-6.9589E-10	-6.9687E-10	-6.9654E-10	-6.9635E-10	-6.9627E-10	-6.9636E-10	-6.9657E-10	-6.9674E-10	-6.9664E-10	-6.9659E-10	-6.9711E-10	-6.9672E-10	-6.9744E-10	-6.9788E-10	-6.9767E-10	-6.9813E-10	-6.9801E-10	-6.9840E-10	-6.9824E-10	-6.9794E-10	-6.9795E-10	-6.9804E-10	-6.9821E-10	-6.9777E-10	-6.9750E-10	-6.9804E-10	-6.9786E-10	-6.9790E-10	-6.9774E-10	-6.9762E-10	-6.9801E-10	-6.9774E-10	-6.9766E-10	-6.9749E-10	-6.9705E-10	-6.9731E-10	-6.9732E-10	-6.9748E-10	-6.9709E-10	-6.9712E-10	-6.9702E-10	-6.9716E-10	-6.9718E-10	-6.9724E-10	-6.9718E-10	-6.9697E-10	-6.9710E-10	-6.9748E-10	-6.9716E-10	-6.9705E-10	-6.9729E-10
-6.9707E-10	-6.9691E-10	-6.9679E-10	-6.9682E-10	-6.9675E-10	-6.9693E-10	-6.9686E-10	-6.9702E-10	-6.9715E-10	-6.9694E-10	-6.9656E-10	-6.9678E-10	-6.9712E-10	-6.9686E-10	-6.9666E-10	-6.9679E-10	-6.9724E-10	-6.9695E-10	-6.9678E-10	-6.9710E-10	-6.9705E-10	-6.9698E-10	-6.9757E-10	-6.9789E-10	-6.9739E-10	-6.9824E-10	-6.9860E-10	-6.9902E-10	-6.9908E-10	-6.9908E-10	-6.9899E-10	-6.9914E-10	-6.9907E-10	-6.9838E-10	-6.9824E-10	-6.9838E-10	-6.9828E-10	-6.9826E-10	-6.9805E-10	-6.9850E-10	-6.9791E-10	-6.9833E-10	-6.9796E-10	-6.9795E-10	-6.9778E-10	-6.9784E-10	-6.9752E-10	-6.9785E-10	-6.9745E-10	-6.9788E-10	-6.9753E-10	-6.9749E-10	-6.9772E-10	-6.9774E-10	-6.9749E-10	-6.9760E-10	-6.9664E-10	-6.9778E-10	-6.9730E-10	-6.9754E-10	-6.9757E-10	-6.9755E-10	-6.9733E-10	-6.9762E-10
-6.9803E-10	-6.9733E-10	-6.9737E-10	-6.9735E-10	-6.9694E-10	-6.9706E-10	-6.9754E-10	-6.9753E-10	-6.9753E-10	-6.9723E-10	-6.9710E-10	-6.9732E-10	-6.9753E-10	-6.9767E-10	-6.9781E-10	-6.9732E-10	-6.9753E-10	-6.9719E-10	-6.9759E-10	-6.9743E-10	-6.9777E-10	-6.9744E-10	-6.9812E-10	-6.9795E-10	-6.9829E-10	-6.9929E-10	-7.0053E-10	-7.0066E-10	-7.0082E-10	-7.0105E-10	-7.0120E-10	-7.0012E-10	-7.0007E-10	-6.9956E-10	-6.9925E-10	-6.9870E-10	-6.9855E-10	-6.9837E-10	-6.9792E-10	-6.9799E-10	-6.9792E-10	-6.9786E-10	-6.9841E-10	-6.9761E-10	-6.9794E-10	-6.9770E-10	-6.9789E-10	-6.9771E-10	-6.9803E-10	-6.9813E-10	-6.9779E-10	-6.9757E-10	-6.9765E-10	-6.9745E-10	-6.9756E-10	-6.9744E-10	-6.9729E-10	-6.9720E-10	-6.9739E-10	-6.9725E-10	-6.9734E-10	-6.9744E-10	-6.9782E-10	-6.9783E-10
-6.9750E-10	-6.9748E-10	-6.9747E-10	-6.9736E-10	-6.9741E-10	-6.9739E-10	-6.9729E-10	-6.9736E-10	-6.9709E-10	-6.9711E-10	-6.9748E-10	-6.9713E-10	-6.9745E-10	-6.9748E-10	-6.9743E-10	-6.9770E-10	-6.9759E-10	-6.9774E-10	-6.9775E-10	-6.9788E-10	-6.9834E-10	-6.9882E-10	-6.9978E-10	-7.0033E-10	-7.0175E-10	-7.0339E-10	-7.0494E-10	-7.0546E-10	-7.0633E-10	-7.0584E-10	-7.0541E-10	-7.0460E-10	-7.0366E-10	-7.0255E-10	-7.0134E-10	-7.0058E-10	-7.0014E-10	-6.9945E-10	-6.9869E-10	-6.9877E-10	-6.9882E-10	-6.9922E-10	-6.9866E-10	-6.9887E-10	-6.9870E-10	-6.9850E-10	-6.9877E-10	-6.9821E-10	-6.9812E-10	-6.9826E-10	-6.9847E-10	-6.9799E-10	-6.9859E-10	-6.9809E-10	-6.9808E-10	-6.9786E-10	-6.9786E-10	-6.9809E-10	-6.9774E-10	-6.9811E-10	-6.9801E-10	-6.9806E-10	-6.9864E-10	-6.9847E-10
