
30.00(Ek)1.60(Ep)0.00(A)   28-07-20 15-16

-2.000 0.050 0.000 0.050-4.5195E-8	-4.5193E-8	-4.5196E-8	-4.5193E-8	-4.5195E-8	-4.5198E-8	-4.5192E-8	-4.5193E-8	-4.5194E-8	-4.5194E-8	-4.5194E-8	-4.5199E-8	-4.5189E-8	-4.5192E-8	-4.5189E-8	-4.5189E-8	-4.5189E-8	-4.5192E-8	-4.5188E-8	-4.5188E-8	-4.5188E-8	-4.5188E-8	-4.5188E-8	-4.5191E-8	-4.5187E-8	-4.5190E-8	-4.5188E-8	-4.5189E-8	-4.5189E-8	-4.5187E-8	-4.5190E-8	-4.5190E-8	-4.5189E-8	-4.5188E-8	-4.5187E-8	-4.5184E-8	-4.5184E-8	-4.5184E-8	-4.5187E-8	-4.5187E-8	-4.5183E-8	-4.5182E-8	-4.5184E-8	-4.5182E-8	-4.5185E-8	-4.5183E-8	-4.5183E-8	-4.5182E-8	-4.5182E-8	-4.5184E-8	-4.5185E-8	-4.5187E-8	-4.5185E-8	-4.5185E-8	-4.5185E-8	-4.5182E-8	-4.5181E-8	-4.5185E-8	-4.5186E-8	-4.5187E-8	-4.5183E-8
-4.5184E-8	-4.5185E-8	-4.5184E-8	-4.5183E-8	-4.5182E-8	-4.5183E-8	-4.5180E-8	-4.5181E-8	-4.5182E-8	-4.5182E-8	-4.5179E-8	-4.5181E-8	-4.5179E-8	-4.5180E-8	-4.5176E-8	-4.5175E-8	-4.5174E-8	-4.5168E-8	-4.5161E-8	-4.5162E-8	-4.5160E-8	-4.5165E-8	-4.5170E-8	-4.5174E-8	-4.5174E-8	-4.5171E-8	-4.5174E-8	-4.5176E-8	-4.5179E-8	-4.5175E-8	-4.5176E-8	-4.5177E-8	-4.5175E-8	-4.5178E-8	-4.5172E-8	-4.5171E-8	-4.5173E-8	-4.5172E-8	-4.5174E-8	-4.5175E-8	-4.5172E-8	-4.5172E-8	-4.5174E-8	-4.5174E-8	-4.5173E-8	-4.5173E-8	-4.5173E-8	-4.5172E-8	-4.5171E-8	-4.5172E-8	-4.5171E-8	-4.5169E-8	-4.5171E-8	-4.5168E-8	-4.5171E-8	-4.5166E-8	-4.5167E-8	-4.5168E-8	-4.5168E-8	-4.5167E-8	-4.5169E-8
-4.5174E-8	-4.5172E-8	-4.5172E-8	-4.5169E-8	-4.5170E-8	-4.5169E-8	-4.5168E-8	-4.5169E-8	-4.5169E-8	-4.5172E-8	-4.5170E-8	-4.5171E-8	-4.5172E-8	-4.5171E-8	-4.5171E-8	-4.5166E-8	-4.5168E-8	-4.5171E-8	-4.5167E-8	-4.5170E-8	-4.5170E-8	-4.5167E-8	-4.5170E-8	-4.5165E-8	-4.5168E-8	-4.5169E-8	-4.5166E-8	-4.5167E-8	-4.5164E-8	-4.5168E-8	-4.5168E-8	-4.5168E-8	-4.5166E-8	-4.5161E-8	-4.5164E-8	-4.5161E-8	-4.5165E-8	-4.5164E-8	-4.5163E-8	-4.5162E-8	-4.5163E-8	-4.5163E-8	-4.5160E-8	-4.5161E-8	-4.5158E-8	-4.5159E-8	-4.5158E-8	-4.5162E-8	-4.5161E-8	-4.5159E-8	-4.5156E-8	-4.5159E-8	-4.5160E-8	-4.5160E-8	-4.5156E-8	-4.5162E-8	-4.5159E-8	-4.5158E-8	-4.5157E-8	-4.5156E-8	-4.5152E-8
-4.5149E-8	-4.5148E-8	-4.5144E-8	-4.5147E-8	-4.5146E-8	-4.5145E-8	-4.5147E-8	-4.5147E-8	-4.5143E-8	-4.5146E-8	-4.5149E-8	-4.5153E-8	-4.5154E-8	-4.5157E-8	-4.5157E-8	-4.5156E-8	-4.5155E-8	-4.5155E-8	-4.5160E-8	-4.5157E-8	-4.5159E-8	-4.5158E-8	-4.5157E-8	-4.5159E-8	-4.5156E-8	-4.5155E-8	-4.5156E-8	-4.5155E-8	-4.5155E-8	-4.5154E-8	-4.5156E-8	-4.5154E-8	-4.5154E-8	-4.5154E-8	-4.5153E-8	-4.5152E-8	-4.5151E-8	-4.5151E-8	-4.5149E-8	-4.5150E-8	-4.5150E-8	-4.5151E-8	-4.5152E-8	-4.5145E-8	-4.5148E-8	-4.5148E-8	-4.5150E-8	-4.5151E-8	-4.5147E-8	-4.5151E-8	-4.5150E-8	-4.5149E-8	-4.5149E-8	-4.5149E-8	-4.5148E-8	-4.5150E-8	-4.5147E-8	-4.5146E-8	-4.5143E-8	-4.5147E-8	-4.5145E-8
-4.5142E-8	-4.5142E-8	-4.5142E-8	-4.5143E-8	-4.5139E-8	-4.5143E-8	-4.5141E-8	-4.5139E-8	-4.5142E-8	-4.5140E-8	-4.5139E-8	-4.5141E-8	-4.5143E-8	-4.5139E-8	-4.5138E-8	-4.5136E-8	-4.5142E-8	-4.5139E-8	-4.5140E-8	-4.5138E-8	-4.5139E-8	-4.5139E-8	-4.5138E-8	-4.5142E-8	-4.5141E-8	-4.5143E-8	-4.5140E-8	-4.5138E-8	-4.5136E-8	-4.5137E-8	-4.5138E-8	-4.5137E-8	-4.5134E-8	-4.5136E-8	-4.5136E-8	-4.5135E-8	-4.5134E-8	-4.5135E-8	-4.5137E-8	-4.5134E-8	-4.5138E-8	-4.5138E-8	-4.5135E-8	-4.5135E-8	-4.5135E-8	-4.5132E-8	-4.5138E-8	-4.5136E-8	-4.5139E-8	-4.5135E-8	-4.5137E-8	-4.5135E-8	-4.5133E-8	-4.5133E-8	-4.5134E-8	-4.5137E-8	-4.5134E-8	-4.5138E-8	-4.5138E-8	-4.5133E-8	-4.5137E-8
-4.5137E-8	-4.5135E-8	-4.5134E-8	-4.5131E-8	-4.5132E-8	-4.5132E-8	-4.5131E-8	-4.5132E-8	-4.5131E-8	-4.5132E-8	-4.5129E-8	-4.5130E-8	-4.5131E-8	-4.5133E-8	-4.5134E-8	-4.5132E-8	-4.5130E-8	-4.5130E-8	-4.5132E-8	-4.5131E-8	-4.5133E-8	-4.5132E-8	-4.5129E-8	-4.5130E-8	-4.5131E-8	-4.5134E-8	-4.5129E-8	-4.5128E-8	-4.5127E-8	-4.5127E-8	-4.5130E-8	-4.5130E-8	-4.5129E-8	-4.5131E-8	-4.5131E-8	-4.5125E-8	-4.5128E-8	-4.5125E-8	-4.5126E-8	-4.5125E-8	-4.5129E-8	-4.5128E-8	-4.5126E-8	-4.5125E-8	-4.5125E-8	-4.5122E-8	-4.5122E-8	-4.5125E-8	-4.5126E-8	-4.5123E-8	-4.5120E-8	-4.5121E-8	-4.5122E-8	-4.5124E-8	-4.5123E-8	-4.5127E-8	-4.5123E-8	-4.5121E-8	-4.5124E-8	-4.5126E-8	-4.5123E-8
-4.5122E-8	-4.5124E-8	-4.5124E-8	-4.5123E-8	-4.5124E-8	-4.5123E-8	-4.5121E-8	-4.5120E-8	-4.5120E-8	-4.5121E-8	-4.5117E-8	-4.5117E-8	-4.5117E-8	-4.5120E-8	-4.5120E-8	-4.5120E-8	-4.5118E-8	-4.5119E-8	-4.5120E-8	-4.5119E-8	-4.5117E-8	-4.5118E-8	-4.5118E-8	-4.5119E-8	-4.5120E-8	-4.5116E-8	-4.5117E-8	-4.5119E-8	-4.5114E-8	-4.5118E-8	-4.5110E-8	-4.5112E-8	-4.5112E-8	-4.5111E-8	-4.5108E-8	-4.5113E-8	-4.5114E-8	-4.5109E-8	-4.5114E-8	-4.5110E-8	-4.5112E-8	-4.5111E-8	-4.5109E-8	-4.5111E-8	-4.5110E-8	-4.5112E-8	-4.5111E-8	-4.5111E-8	-4.5111E-8	-4.5112E-8	-4.5110E-8	-4.5109E-8	-4.5109E-8	-4.5111E-8	-4.5113E-8	-4.5112E-8	-4.5109E-8	-4.5110E-8	-4.5111E-8	-4.5110E-8	-4.5110E-8
-4.5107E-8	-4.5109E-8	-4.5106E-8	-4.5111E-8	-4.5107E-8	-4.5104E-8	-4.5107E-8	-4.5110E-8	-4.5107E-8	-4.5107E-8	-4.5110E-8	-4.5109E-8	-4.5108E-8	-4.5105E-8	-4.5108E-8	-4.5105E-8	-4.5107E-8	-4.5107E-8	-4.5106E-8	-4.5105E-8	-4.5108E-8	-4.5108E-8	-4.5109E-8	-4.5110E-8	-4.5112E-8	-4.5110E-8	-4.5109E-8	-4.5109E-8	-4.5109E-8	-4.5112E-8	-4.5109E-8	-4.5107E-8	-4.5105E-8	-4.5105E-8	-4.5104E-8	-4.5104E-8	-4.5105E-8	-4.5108E-8	-4.5104E-8	-4.5105E-8	-4.5108E-8	-4.5105E-8	-4.5104E-8	-4.5106E-8	-4.5102E-8	-4.5104E-8	-4.5104E-8	-4.5107E-8	-4.5106E-8	-4.5105E-8	-4.5108E-8	-4.5106E-8	-4.5104E-8	-4.5103E-8	-4.5105E-8	-4.5102E-8	-4.5104E-8	-4.5106E-8	-4.5106E-8	-4.5107E-8	-4.5104E-8
-4.5107E-8	-4.5107E-8	-4.5103E-8	-4.5105E-8	-4.5107E-8	-4.5103E-8	-4.5104E-8	-4.5107E-8	-4.5104E-8	-4.5102E-8	-4.5102E-8	-4.5105E-8	-4.5104E-8	-4.5102E-8	-4.5104E-8	-4.5103E-8	-4.5101E-8	-4.5101E-8	-4.5104E-8	-4.5104E-8	-4.5102E-8	-4.5104E-8	-4.5105E-8	-4.5106E-8	-4.5109E-8	-4.5110E-8	-4.5109E-8	-4.5108E-8	-4.5105E-8	-4.5106E-8	-4.5104E-8	-4.5100E-8	-4.5101E-8	-4.5101E-8	-4.5100E-8	-4.5098E-8	-4.5097E-8	-4.5098E-8	-4.5096E-8	-4.5100E-8	-4.5095E-8	-4.5097E-8	-4.5098E-8	-4.5096E-8	-4.5092E-8	-4.5094E-8	-4.5092E-8	-4.5092E-8	-4.5092E-8	-4.5095E-8	-4.5094E-8	-4.5095E-8	-4.5092E-8	-4.5092E-8	-4.5093E-8	-4.5091E-8	-4.5094E-8	-4.5092E-8	-4.5092E-8	-4.5092E-8	-4.5097E-8
-4.5092E-8	-4.5091E-8	-4.5090E-8	-4.5090E-8	-4.5087E-8	-4.5086E-8	-4.5089E-8	-4.5089E-8	-4.5089E-8	-4.5091E-8	-4.5092E-8	-4.5091E-8	-4.5092E-8	-4.5094E-8	-4.5093E-8	-4.5093E-8	-4.5096E-8	-4.5095E-8	-4.5100E-8	-4.5103E-8	-4.5106E-8	-4.5109E-8	-4.5114E-8	-4.5119E-8	-4.5120E-8	-4.5121E-8	-4.5123E-8	-4.5125E-8	-4.5124E-8	-4.5121E-8	-4.5115E-8	-4.5111E-8	-4.5104E-8	-4.5102E-8	-4.5096E-8	-4.5095E-8	-4.5098E-8	-4.5094E-8	-4.5091E-8	-4.5092E-8	-4.5091E-8	-4.5090E-8	-4.5089E-8	-4.5089E-8	-4.5088E-8	-4.5087E-8	-4.5090E-8	-4.5090E-8	-4.5088E-8	-4.5086E-8	-4.5089E-8	-4.5088E-8	-4.5092E-8	-4.5090E-8	-4.5093E-8	-4.5088E-8	-4.5088E-8	-4.5095E-8	-4.5091E-8	-4.5089E-8	-4.5093E-8
