#APDhv 380
#CNThv 0
#p_before 1.64E-5 
#p_after 1.16E-5
#picoamm keithley
#led off
#L [mm]	I(apd) [nA]
34	80.9582	0.067
34.1	80.7531	0.0618
34.2	80.5892	0.0647
34.3	80.9977	0.7802
34.4	83.3896	1.6343
34.5	91.1989	3.6137
34.6	138.178	13.1755
34.7	231.378	16.786
34.8	271.133	15.169
34.9	4900	1340
