#APDhv 380
#L 32.5
#p_before 6.01E-6
#p_before 5.33E-6
#picoamm keysight
#led off
#∆V [V]>----I(apd) [nA]>σ( I(apd) ) [nA]
0	92.1522	0.0729
-100	92.1408	0.0737
-200	92.1224	0.0842
-250	119.4847	10.377
-300	760.667	308.13
-350	4760	1730
