#APDhv 380
#CNThv 0
#p_before 2.93E-6
#p_after 2.77E-6
#picoamm keithley
#led off
#L [mm]	I(apd) [nA]
35	95.3895	0.0924
34.5	96.1704	0.087
34	98.0311	0.0753
33.5	100.6496	0.0838
33	104.2261	0.0868
32	112.4936	0.0928
31	120.9977	0.1045
35	95.3203	0.0958
