LECROYWR6050,144,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,18-Jan-2002 23:36:17,0                 
Time,Ampl
-9.61271e-009,-0.00101146
-9.41271e-009,-0.00101146
-9.21271e-009,-0.000127563
-9.01271e-009,0.00252411
-8.81271e-009,0.00252411
-8.61271e-009,0.00164022
-8.41271e-009,0.000756329
-8.21271e-009,-0.00277924
-8.01271e-009,-0.00189535
-7.81271e-009,0.000756329
-7.61271e-009,0.000756329
-7.41271e-009,0.00164022
-7.21271e-009,-0.000127563
-7.01271e-009,-0.000127563
-6.81271e-009,0.00164022
-6.61271e-009,-0.00101146
-6.41271e-009,-0.00101146
-6.21271e-009,-0.00189535
-6.01271e-009,-0.000127563
-5.81271e-009,0.000756329
-5.61271e-009,0.00164022
-5.41271e-009,0.000756329
-5.21271e-009,0.000756329
-5.01271e-009,-0.000127563
-4.81271e-009,-0.00189535
-4.61271e-009,-0.00189535
-4.41271e-009,-0.00101146
-4.21271e-009,-0.00101146
-4.01271e-009,-0.000127563
-3.81271e-009,-0.00101146
-3.61271e-009,-0.00101146
-3.41271e-009,-0.000127563
-3.21271e-009,-0.00101146
-3.01271e-009,-0.000127563
-2.81271e-009,-0.00101146
-2.61271e-009,-0.000127563
-2.41271e-009,-0.000127563
-2.21271e-009,-0.00189535
-2.01271e-009,0.00164022
-1.81271e-009,-0.000127563
-1.61271e-009,-0.000127563
-1.41271e-009,0.00164022
-1.21271e-009,-0.00101146
-1.01271e-009,0.000756329
-8.12714e-010,0.00252411
-6.12714e-010,0.00164022
-4.12714e-010,0.000756329
-2.12714e-010,-0.000127563
-1.27143e-011,-0.00101146
1.87286e-010,-0.00189535
3.87286e-010,-0.00101146
5.87286e-010,-0.00101146
7.87286e-010,-0.000127563
9.87286e-010,0.003408
1.18729e-009,0.000756329
1.38729e-009,0.000756329
1.58729e-009,-0.000127563
1.78729e-009,-0.000127563
1.98729e-009,0.00252411
2.18729e-009,0.00252411
2.38729e-009,0.00252411
2.58729e-009,-0.000127563
2.78729e-009,0.00164022
2.98729e-009,0.000756329
3.18729e-009,-0.000127563
3.38729e-009,0.003408
3.58729e-009,-0.000127563
3.78729e-009,0.000756329
3.98729e-009,0.00164022
4.18729e-009,-0.000127563
4.38729e-009,-0.00101146
4.58729e-009,-0.00101146
4.78729e-009,-0.00101146
4.98729e-009,-0.00189535
5.18729e-009,-0.000127563
5.38729e-009,-0.000127563
5.58729e-009,0.000756329
5.78729e-009,-0.000127563
5.98729e-009,-0.00101146
6.18729e-009,-0.00101146
6.38729e-009,0.000756329
6.58729e-009,-0.000127563
6.78729e-009,-0.000127563
6.98729e-009,0.00252411
7.18729e-009,0.00252411
7.38729e-009,0.00164022
7.58729e-009,0.000756329
7.78729e-009,-0.00101146
7.98729e-009,-0.00189535
8.18729e-009,0.000756329
8.38729e-009,-0.000127563
8.58729e-009,-0.000127563
8.78729e-009,0.000756329
8.98729e-009,0.000756329
9.18729e-009,-0.000127563
9.38729e-009,-0.000127563
9.58729e-009,0.000756329
9.78729e-009,0.000756329
9.98729e-009,0.00164022
1.01873e-008,0.00164022
1.03873e-008,0.00164022
1.05873e-008,0.000756329
1.07873e-008,0.00164022
1.09873e-008,0.00164022
1.11873e-008,0.00164022
1.13873e-008,-0.000127563
1.15873e-008,0.000756329
1.17873e-008,0.003408
1.19873e-008,0.000756329
1.21873e-008,0.003408
1.23873e-008,0.00164022
1.25873e-008,0.000756329
1.27873e-008,0.000756329
1.29873e-008,-0.000127563
1.31873e-008,-0.000127563
1.33873e-008,-0.000127563
1.35873e-008,0.00252411
1.37873e-008,0.000756329
1.39873e-008,-0.000127563
1.41873e-008,0.000756329
1.43873e-008,0.00164022
1.45873e-008,-0.000127563
1.47873e-008,0.00164022
1.49873e-008,-0.00101146
1.51873e-008,-0.00101146
1.53873e-008,-0.00101146
1.55873e-008,-0.00101146
