LECROYWR6050,144,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,17-Jan-2002 05:22:25,0                 
Time,Ampl
-9.75396e-009,-0.00491783
-9.55396e-009,-0.000498374
-9.35396e-009,0.00392109
-9.15396e-009,0.00171136
-8.95396e-009,0.00171136
-8.75396e-009,-0.000498374
-8.55396e-009,-0.0027081
-8.35396e-009,0.00171136
-8.15396e-009,0.00171136
-7.95396e-009,0.00171136
-7.75396e-009,-0.000498374
-7.55396e-009,0.00171136
-7.35396e-009,-0.0027081
-7.15396e-009,-0.000498374
-6.95396e-009,-0.0027081
-6.75396e-009,-0.00491783
-6.55396e-009,0.00171136
-6.35396e-009,0.00171136
-6.15396e-009,0.00171136
-5.95396e-009,0.00171136
-5.75396e-009,0.00392109
-5.55396e-009,0.00392109
-5.35396e-009,0.00392109
-5.15396e-009,0.00392109
-4.95396e-009,0.00171136
-4.75396e-009,-0.000498374
-4.55396e-009,-0.000498374
-4.35396e-009,-0.000498374
-4.15396e-009,-0.000498374
-3.95396e-009,-0.000498374
-3.75396e-009,0.00171136
-3.55396e-009,-0.000498374
-3.35396e-009,0.00171136
-3.15396e-009,-0.0027081
-2.95396e-009,-0.00491783
-2.75396e-009,-0.00491783
-2.55396e-009,-0.0027081
-2.35396e-009,-0.000498374
-2.15396e-009,0.00171136
-1.95396e-009,-0.00491783
-1.75396e-009,-0.000498374
-1.55396e-009,0.00171136
-1.35396e-009,-0.000498374
-1.15396e-009,0.00171136
-9.53965e-010,-0.0027081
-7.53965e-010,0.00171136
-5.53965e-010,0.00613082
-3.53965e-010,-0.000498374
-1.53965e-010,-0.0027081
4.60352e-011,-0.00491783
2.46035e-010,-0.0027081
4.46035e-010,-0.0027081
6.46035e-010,-0.000498374
8.46035e-010,0.00613082
1.04604e-009,-0.000498374
1.24604e-009,0.00392109
1.44604e-009,-0.000498374
1.64604e-009,-0.0027081
1.84604e-009,-0.00491783
2.04604e-009,-0.0027081
2.24604e-009,-0.000498374
2.44604e-009,0.00171136
2.64604e-009,-0.000498374
2.84604e-009,-0.000498374
3.04604e-009,0.00392109
3.24604e-009,-0.000498374
3.44604e-009,0.00171136
3.64604e-009,-0.000498374
3.84604e-009,-0.000498374
4.04604e-009,-0.000498374
4.24604e-009,0.00171136
4.44604e-009,0.00392109
4.64604e-009,0.00171136
4.84604e-009,0.00171136
5.04604e-009,-0.000498374
5.24604e-009,-0.0027081
5.44604e-009,0.00171136
5.64604e-009,-0.0027081
5.84604e-009,-0.0027081
6.04604e-009,-0.000498374
6.24604e-009,-0.000498374
6.44604e-009,0.00392109
6.64604e-009,0.00392109
6.84604e-009,-0.000498374
7.04604e-009,0.00171136
7.24604e-009,0.00171136
7.44604e-009,-0.000498374
7.64604e-009,-0.000498374
7.84604e-009,0.00171136
8.04604e-009,-0.000498374
8.24604e-009,0.00171136
8.44604e-009,-0.0027081
8.64604e-009,-0.00491783
8.84604e-009,-0.0027081
9.04604e-009,-0.000498374
9.24604e-009,-0.0027081
9.44604e-009,0.00171136
9.64604e-009,0.00613082
9.84604e-009,-0.000498374
1.0046e-008,-0.000498374
1.0246e-008,-0.000498374
1.0446e-008,-0.0027081
1.0646e-008,0.00171136
1.0846e-008,-0.000498374
1.1046e-008,0.00171136
1.1246e-008,-0.000498374
1.1446e-008,-0.000498374
1.1646e-008,0.00171136
1.1846e-008,-0.0027081
1.2046e-008,-0.000498374
1.2246e-008,-0.000498374
1.2446e-008,-0.000498374
1.2646e-008,-0.000498374
1.2846e-008,-0.0027081
1.3046e-008,-0.00491783
1.3246e-008,-0.000498374
1.3446e-008,-0.0027081
1.3646e-008,-0.0027081
1.3846e-008,-0.0027081
1.4046e-008,-0.000498374
1.4246e-008,0.00171136
1.4446e-008,-0.000498374
1.4646e-008,-0.000498374
1.4846e-008,0.00171136
1.5046e-008,0.00171136
1.5246e-008,0.00392109
1.5446e-008,0.00392109
1.5646e-008,0.00392109
1.5846e-008,0.00392109
1.6046e-008,-0.00491783
1.6246e-008,-0.000498374
1.6446e-008,-0.000498374
1.6646e-008,-0.0027081
1.6846e-008,-0.0027081
1.7046e-008,0.00171136
1.7246e-008,0.00392109
1.7446e-008,0.00171136
1.7646e-008,-0.000498374
1.7846e-008,-0.0027081
1.8046e-008,-0.000498374
1.8246e-008,0.00171136
1.8446e-008,-0.000498374
1.8646e-008,0.00392109
1.8846e-008,0.00392109
1.9046e-008,0.00171136
1.9246e-008,0.00171136
1.9446e-008,0.00171136
1.9646e-008,0.00392109
1.9846e-008,0.00171136
2.0046e-008,0.00392109
2.0246e-008,0.00171136
2.0446e-008,0.00392109
2.0646e-008,0.00171136
2.0846e-008,-0.00491783
2.1046e-008,-0.000498374
2.1246e-008,-0.0027081
2.1446e-008,-0.000498374
2.1646e-008,0.00171136
2.1846e-008,0.00171136
2.2046e-008,-0.000498374
2.2246e-008,-0.000498374
2.2446e-008,0.00171136
2.2646e-008,0.00171136
2.2846e-008,0.00171136
2.3046e-008,-0.000498374
2.3246e-008,0.00392109
2.3446e-008,0.00171136
2.3646e-008,0.00392109
2.3846e-008,-0.000498374
2.4046e-008,0.00171136
2.4246e-008,-0.000498374
2.4446e-008,0.00171136
2.4646e-008,-0.000498374
2.4846e-008,-0.000498374
2.5046e-008,-0.00491783
2.5246e-008,-0.000498374
2.5446e-008,0.00613082
2.5646e-008,0.00171136
2.5846e-008,0.00613082
2.6046e-008,0.00392109
2.6246e-008,-0.0027081
2.6446e-008,0.00171136
2.6646e-008,-0.00491783
2.6846e-008,-0.00491783
2.7046e-008,-0.0027081
2.7246e-008,-0.000498374
2.7446e-008,-0.000498374
2.7646e-008,0.00392109
2.7846e-008,-0.000498374
2.8046e-008,-0.000498374
2.8246e-008,0.00171136
2.8446e-008,-0.0027081
2.8646e-008,0.00171136
2.8846e-008,-0.00491783
2.9046e-008,-0.000498374
2.9246e-008,-0.000498374
2.9446e-008,0.00171136
2.9646e-008,-0.000498374
2.9846e-008,-0.000498374
3.0046e-008,-0.0027081
3.0246e-008,-0.000498374
3.0446e-008,0.00171136
3.0646e-008,0.00171136
3.0846e-008,-0.000498374
3.1046e-008,0.00171136
3.1246e-008,0.00392109
3.1446e-008,0.00171136
3.1646e-008,0.00392109
3.1846e-008,0.00171136
3.2046e-008,-0.000498374
3.2246e-008,-0.0027081
3.2446e-008,-0.000498374
3.2646e-008,-0.000498374
3.2846e-008,0.00171136
3.3046e-008,0.00171136
3.3246e-008,-0.000498374
3.3446e-008,-0.0027081
3.3646e-008,-0.000498374
3.3846e-008,-0.000498374
3.4046e-008,-0.0027081
3.4246e-008,-0.00491783
3.4446e-008,-0.0027081
3.4646e-008,-0.0027081
3.4846e-008,-0.000498374
3.5046e-008,-0.0027081
3.5246e-008,0.00171136
3.5446e-008,-0.000498374
3.5646e-008,-0.000498374
3.5846e-008,-0.0027081
3.6046e-008,0.00171136
3.6246e-008,-0.000498374
3.6446e-008,-0.000498374
3.6646e-008,0.00171136
3.6846e-008,-0.0027081
3.7046e-008,-0.000498374
3.7246e-008,-0.0027081
3.7446e-008,0.00171136
3.7646e-008,0.00171136
3.7846e-008,-0.000498374
3.8046e-008,0.00171136
3.8246e-008,-0.000498374
3.8446e-008,0.00392109
3.8646e-008,-0.0027081
3.8846e-008,0.00171136
3.9046e-008,0.00171136
3.9246e-008,0.00171136
3.9446e-008,0.00392109
3.9646e-008,0.00392109
3.9846e-008,0.00171136
4.0046e-008,-0.0027081
4.0246e-008,-0.000498374
4.0446e-008,-0.000498374
4.0646e-008,-0.0027081
4.0846e-008,-0.000498374
4.1046e-008,-0.0027081
4.1246e-008,-0.0027081
4.1446e-008,0.00171136
4.1646e-008,0.00171136
4.1846e-008,0.00171136
4.2046e-008,-0.0027081
4.2246e-008,-0.000498374
4.2446e-008,-0.000498374
4.2646e-008,-0.000498374
4.2846e-008,-0.000498374
4.3046e-008,0.00171136
4.3246e-008,0.00392109
4.3446e-008,-0.000498374
4.3646e-008,0.00171136
4.3846e-008,0.00613082
4.4046e-008,0.00171136
4.4246e-008,0.00171136
4.4446e-008,-0.0027081
4.4646e-008,-0.0027081
4.4846e-008,-0.0027081
4.5046e-008,-0.00491783
4.5246e-008,-0.000498374
4.5446e-008,-0.00491783
4.5646e-008,0.00171136
4.5846e-008,-0.000498374
4.6046e-008,0.00171136
4.6246e-008,0.00171136
4.6446e-008,-0.000498374
4.6646e-008,0.00171136
4.6846e-008,-0.0027081
4.7046e-008,-0.0027081
4.7246e-008,-0.0027081
4.7446e-008,0.00392109
4.7646e-008,0.00613082
4.7846e-008,0.00171136
4.8046e-008,-0.0027081
4.8246e-008,-0.000498374
4.8446e-008,-0.00491783
4.8646e-008,-0.000498374
4.8846e-008,-0.000498374
4.9046e-008,0.00613082
4.9246e-008,0.00171136
4.9446e-008,0.00171136
4.9646e-008,0.00171136
4.9846e-008,-0.0027081
5.0046e-008,-0.000498374
5.0246e-008,0.00392109
5.0446e-008,-0.000498374
5.0646e-008,-0.000498374
5.0846e-008,0.00392109
5.1046e-008,0.00392109
5.1246e-008,0.00171136
5.1446e-008,-0.000498374
5.1646e-008,-0.000498374
5.1846e-008,-0.000498374
5.2046e-008,0.00171136
5.2246e-008,-0.0027081
5.2446e-008,-0.000498374
5.2646e-008,0.00171136
5.2846e-008,-0.000498374
5.3046e-008,-0.000498374
5.3246e-008,-0.00712756
5.3446e-008,-0.000498374
5.3646e-008,-0.0027081
5.3846e-008,0.00171136
5.4046e-008,-0.000498374
5.4246e-008,0.00171136
5.4446e-008,-0.000498374
5.4646e-008,0.00171136
5.4846e-008,0.00171136
5.5046e-008,0.00613082
